Nome: BELEM;;;;;;;;;
Codigo Estacao: 82191;;;;;;;;;
Latitude: -1.43583333;;;;;;;;;
Longitude: -48.43722221;;;;;;;;;
Altitude: 7.13;;;;;;;;;
Situacao: Operante;;;;;;;;;
Data Inicial: 1990-01-01;;;;;;;;;
Data Final: 2023-10-01;;;;;;;;;
Periodicidade da Medicao: Diaria;;;;;;;;;
;;;;;;;;;
Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(ï¿½ï;TEMPERATURA MEDIA COMPENSADA, DIARIA(ï¿½ï;TEMPERATURA MINIMA, DIARIA(ï¿½ï;UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
27/06/2006;1,9;10,5;0,3;32,5;27,84;23,6;75,25;62;2,366667
28/06/2006;2,3;7,1;0;32,7;27,06;24,6;82,25;66;1,966667
29/06/2006;1,8;9,5;5,5;32,6;27,64;22,6;77,5;62;2,266667
30/06/2006;2,1;7,9;0,4;33,1;27,1;23,2;79,75;59;1,766667
01/07/2006;1,8;9;0,5;32,5;27,46;23,4;78,5;63;2,966667
02/07/2006;1,9;5,7;2,2;31,3;27,36;24,1;82,5;67;1,533333
03/07/2006;2;5,6;0;31,6;26,38;24,1;83,25;68;0,866667
04/07/2006;1,6;10,2;6,9;32,6;27,82;23,3;77;56;1,633333
05/07/2006;2,1;8,7;0;32,7;26,84;23,5;79,5;60;1,7
06/07/2006;2;9,7;9,3;32,6;27,64;23;78,5;62;1,433333
07/07/2006;2,3;8;0;32,3;27,32;23,4;77,75;62;1,333333
08/07/2006;2,1;9;0;32,1;27;22,5;79,5;64;1,533333
09/07/2006;1,9;10;2,3;33;27,62;22,1;78,25;60;1,633333
10/07/2006;2;9,8;1;33,5;27,4;23,5;82;62;1,433333
11/07/2006;2,1;7,2;23,6;32,2;27,06;23,3;83,5;63;1,866667
12/07/2006;1,6;7,4;6,5;32,2;26,84;23,7;83,25;70;1,3
13/07/2006;1,6;10,2;0,1;32,2;27,76;23,2;78,25;62;1,666667
14/07/2006;2,1;10,2;0;32,6;27,8;23,4;72;58;2,633333
15/07/2006;2,6;10,5;0;32,4;27,24;23,5;70,75;53;1,866667
16/07/2006;2,7;6,4;0;32,4;27,14;22,5;73,25;57;1,6
17/07/2006;2,9;9;0;32,7;27,5;23,9;76,5;61;2,433333
18/07/2006;1,5;8,5;0,6;33,4;27,54;23,7;79;58;1,366667
19/07/2006;2,3;5,4;6,3;32,9;26,96;22,9;78,5;61;1,533333
20/07/2006;1,8;9,4;0;33,6;27,54;23,1;75,25;57;2,166667
21/07/2006;2,3;7,8;0;32,2;26,82;23,7;79,25;67;1,333333
22/07/2006;1,8;4,8;0;32,6;26,96;23,7;81;66;0,766667
23/07/2006;1,7;9,7;0;32,6;27,28;22,3;79,5;59;1,6
24/07/2006;1,8;9,7;0;33,1;27,7;23,3;72,5;56;1,566667
25/07/2006;1,4;10,2;0;33,5;28,3;23,4;76,25;61;2,866667
26/07/2006;1,2;6,6;4;32,4;27,22;22,7;80,5;70;1,933333
27/07/2006;0,9;7,3;0;32,7;27,34;23,4;80,25;67;1,2
28/07/2006;0,9;6,3;0;33,1;26,74;23;82,5;63;1,466667
29/07/2006;0,7;7,6;8,2;33,1;26,32;22,5;85,25;66;1,333333
30/07/2006;0,7;8;35,2;32,6;26,7;21,9;84;66;1,466667
31/07/2006;0,7;6,6;0;32,1;26,16;21,7;82;66;1,133333
01/08/2006;0,7;8,8;3,1;32,3;26,56;22,5;82,5;67;1,7
02/08/2006;0,6;5,9;56;31;25,5;21,3;86,25;74;1,133333
03/08/2006;0,8;8;1,4;32,5;26,46;21,6;79,75;67;1,066667
04/08/2006;1,2;9,9;0;32,7;27,38;22,4;73;57;1,466667
05/08/2006;1,4;10,7;0;33;28,02;22,9;74,75;54;2,033333
06/08/2006;1,4;10,4;0;33,5;28,02;23,3;75;53;1,533333
07/08/2006;1,7;10,1;0,2;33,6;28,3;23,3;72,75;55;1,766667
08/08/2006;2;10,7;0;33,1;28,16;23,1;74,25;55;1,933333
09/08/2006;2,5;9;0,1;33,6;27,14;23,4;80;59;1,533333
10/08/2006;2;6,9;21,6;32,6;26,34;23,6;86,25;74;1,2
11/08/2006;1,4;9,2;12,1;33,2;27,14;22,8;78,75;64;2,266667
12/08/2006;2,2;9,8;1,9;32,7;27,76;23,4;76,75;62;3,033333
13/08/2006;1,9;10,4;5,1;32,7;27,76;23,1;75,75;62;2,366667
14/08/2006;2,1;10,2;0;33,5;28,12;23,7;77,5;61;1,333333
15/08/2006;2,3;10,2;0,4;33,7;28,2;23,7;73,25;55;1,933333
16/08/2006;2,4;9,7;0;33,1;27,72;22,9;75,25;61;1,966667
17/08/2006;2,1;10,1;0;33,2;26,52;22,6;78,25;59;2,2
18/08/2006;1,9;7,8;10;32,9;26,98;23,9;84;73;1,433333
19/08/2006;1;4,8;13,4;30,9;26,46;23,3;89,75;86;1,233333
20/08/2006;0,9;9,8;9,9;32,8;27,42;22,3;80,25;69;0,6
21/08/2006;1,6;9,8;0;33;26,94;23,8;81,75;71;1,733333
22/08/2006;2,1;8,2;16,2;33;27,6;23,6;76;64;1,3
23/08/2006;1;7,6;0;32,6;27,34;23,5;80;68;2,2
24/08/2006;0,8;8,1;0;32,6;27,5;23,4;80,25;66;1,7
25/08/2006;1,2;9;0,3;33;27,42;23;79,75;64;1,866667
26/08/2006;2,3;9,2;6;32,7;27,24;23,2;81,75;66;1,566667
27/08/2006;1,2;10;1,2;33,1;27,24;23,1;81,5;64;1,466667
28/08/2006;1,9;10,4;9,6;33,4;27,92;22,8;80;73;1,9
29/08/2006;2;10,3;0;33,1;28,04;24,2;78;72;2,366667
30/08/2006;2,3;7,3;0;33,2;26,08;21,7;83,75;73;1,333333
31/08/2006;1,6;9,9;67,6;32,5;27;21,5;78;69;2,7
01/09/2006;1,8;10,4;1,2;33;27,5;23,1;76,25;64;2
02/09/2006;2,4;10,2;0;34,1;27,88;23,5;76;62;1,966667
03/09/2006;2,4;10,7;0;34,2;28,72;24,1;76;66;2,266667
04/09/2006;2,5;9;0;33,9;27,76;24,7;79,5;60;1,033333
05/09/2006;1,9;9,2;2,4;33,4;27,9;23,6;71,25;59;2,366667
06/09/2006;2,8;10,3;0;34;28,28;22,9;69;55;2,5
07/09/2006;2,8;9,8;0;33,2;27,68;23,5;72,5;61;2,133333
08/09/2006;2,7;9,8;0,3;33,7;27,64;22,9;73,75;54;2,3
09/09/2006;2,6;10,2;0;33,4;27,56;22,3;72;49;2,866667
10/09/2006;2,8;9,8;0;34,1;28,54;23,9;72;55;2,266667
11/09/2006;2,6;10,7;0;34;28,5;23,5;70,5;51;3,166667
12/09/2006;3,4;9,7;0;34,4;28,24;23,7;73,75;58;2,3
13/09/2006;2,1;5,9;0,5;32,4;26,64;23,8;87,25;78;2,733333
14/09/2006;1,5;4,7;44,6;32,2;26,44;23,6;90;85;2,2
15/09/2006;1,3;10,1;51,1;33,2;27,92;23,4;81;68;1,6
16/09/2006;2;9,6;0;33,7;28,08;23,7;75;63;2,9
17/09/2006;2,3;2,3;3,2;32,6;27,46;23,5;75,75;63;2,033333
18/09/2006;2,9;8,6;0,2;32,5;27,68;23,3;76;71;2,3
19/09/2006;2,8;6,1;1,2;31,6;27,38;23,2;75,75;67;2,166667
20/09/2006;2,3;8;4;32,6;27,54;22,5;74,5;68;2,633333
21/09/2006;2,7;8,8;0;33,1;27,52;23,5;77,25;65;1,633333
22/09/2006;2,4;9,3;0,1;33,6;27,54;22,9;73,5;56;2,533333
23/09/2006;2,5;9,5;0;33,3;27,72;23,1;77,5;65;2,2
24/09/2006;2,5;8,5;0;33,6;27,74;22,3;70,75;59;1,8
25/09/2006;3;10,5;0;33,5;27,72;21,6;75,25;61;2,7
26/09/2006;2,8;6,7;0;32;26,98;23;86,25;79;1,3
27/09/2006;1,6;7,5;17;32,1;26,98;23,1;84;72;2,2
28/09/2006;1,6;7,5;12,9;32;26,92;23;86;76;1,6
29/09/2006;1,5;9,8;16;33,6;27,38;22,7;80,25;64;1,033333
30/09/2006;2;8,6;1,2;33;27,82;23,7;75,5;66;2,5
01/10/2006;2,4;8;0,2;32,8;27,68;23,1;73;62;2,3
02/10/2006;2,2;7,5;0;32,6;26,8;22,4;82,25;70;1,966667
03/10/2006;1,6;8,7;19,6;32,8;27,28;21,7;78;69;1,833333
04/10/2006;2;7,8;7,5;32,5;27,58;23;76,75;74;2,8
05/10/2006;2,1;9,3;0;33,1;27,9;23;73,25;58;2,466667
06/10/2006;2,4;7,7;0,3;33,4;27,24;23;83;76;3,233333
07/10/2006;1,6;10;4,9;33,2;27,82;23,2;77;66;2,966667
08/10/2006;2,2;8,6;0;32,6;27,34;22,7;84,25;76;1,8
09/10/2006;1,6;9,5;18,3;33,1;28,08;23,7;73,25;61;2,533333
10/10/2006;2,7;7,8;0;33,2;27,64;23,1;75,25;64;1,433333
11/10/2006;2;10,1;6,3;33,2;27,84;22;73,25;63;3,166667
12/10/2006;2,5;8,1;0,6;33,3;27,68;22,9;79,75;77;3,633333
13/10/2006;1,9;7,1;11,3;32,6;27,14;23;81,5;72;3,2
14/10/2006;1,6;8,9;27,5;32,8;27,52;22,7;75,75;68;2,866667
15/10/2006;2,4;8,6;0;33,1;27,84;22,7;74,25;68;2,2
16/10/2006;2;7,4;0;32,5;27,84;23,7;76,25;72;2,4
17/10/2006;2,1;9,4;0,3;34,3;28,82;24;72;61;2,233333
18/10/2006;2,6;5,5;0;33,6;27,66;24,1;82,5;75;1,766667
19/10/2006;1,6;9,9;0,3;33,2;27,86;23,3;75,25;63;2,866667
20/10/2006;2,3;9,4;5,6;34,2;27,82;22,1;75,25;64;3,3
21/10/2006;2,5;10,4;0;33,5;27,76;22,1;74,25;64;2,1
22/10/2006;2,6;7,5;0;33,3;28,1;22,7;77,5;69;2,066667
23/10/2006;2,4;9,5;0;34,2;28,46;24;74,25;63;2,3
24/10/2006;2,6;7;0;34,3;28,04;23,9;81,25;68;2,366667
25/10/2006;1,7;6,9;9,3;32,8;27,86;23,5;77,25;66;2,3
26/10/2006;2,8;9,7;1,6;32,8;27,32;21,5;72,5;66;2,9
27/10/2006;2,3;10,9;0;33,5;27,92;22,1;72,5;63;2,7
28/10/2006;2,1;8;0;33,3;28,38;24,1;74;66;3,033333
29/10/2006;1,9;7,3;0;32,7;27,72;23,7;77,5;72;2,2
30/10/2006;3,4;8,7;0;33,3;27,92;23;74,75;64;2,4
31/10/2006;2,6;9,5;0;33,8;28,22;24;74,75;54;1,466667
01/11/2006;2,5;6,9;22,4;32,5;27,34;23,8;80,75;69;3,4
02/11/2006;1,5;9,1;13,1;33,1;27,46;22,3;76,25;67;3,033333
03/11/2006;2,5;10,2;0,2;33,3;28,14;24;77,5;69;2,366667
04/11/2006;2,3;8,3;0;33,2;28,12;24,2;78,5;66;1,7
05/11/2006;2,2;7,7;1,3;33,2;28,06;23,9;78,25;64;1,366667
06/11/2006;2;6,2;0;33,3;27,48;24,7;85;79;1
07/11/2006;1,5;9,6;5,8;33,2;28,1;22,9;71,75;61;2,133333
08/11/2006;2,8;6,4;0;32,8;26,88;23;86,25;75;1,366667
09/11/2006;1,4;7,3;25,8;32,9;27,68;22,8;78;68;2,366667
10/11/2006;1,8;5,7;0;33,1;26,86;23,2;84,25;69;1,5
11/11/2006;1,7;0,2;17;30,6;26,48;24;89;85;1,133333
12/11/2006;0,9;8,9;19,5;32,9;27,88;23,5;76,25;70;2,9
13/11/2006;2,3;6;0;33,2;27,5;23,1;80,75;71;2,2
14/11/2006;2,1;3;0;31,3;27,18;24;82,25;76;1,433333
15/11/2006;1,5;9,3;5,4;33,3;27,4;22,7;79,75;63;2,366667
16/11/2006;2;8,3;6,3;33,1;26,3;21,8;82;66;2,4
17/11/2006;1,9;5,3;33,8;31,9;26,48;22,7;85,5;74;1,633333
18/11/2006;1,1;0,7;14,7;29,1;24,84;22,7;87;80;1,2
19/11/2006;0,9;6,7;10,1;32,3;26,68;21,1;88,75;86;1,133333
20/11/2006;1,2;6,6;0,5;32,5;26,54;23,4;89;79;2,2
21/11/2006;1,3;2;26,5;31,9;27,06;23,3;81,25;72;1,033333
22/11/2006;1,5;5,4;0,5;32,4;26,72;24;88,25;80;1,4
23/11/2006;1,3;6,3;17,7;31,4;26,66;22,7;85,5;83;2,2
24/11/2006;1,2;9,9;14,1;33,2;27,46;22,3;78,25;66;1,8
25/11/2006;2,1;8,7;0;32,9;27,84;23,8;76,75;76;1,8
26/11/2006;2,2;8,5;1,5;33,4;27,8;23;73,5;63;2,233333
27/11/2006;2,5;8,9;0;33,3;28,02;22,7;81,25;77;2,133333
28/11/2006;2,2;6,9;1,7;34,3;28,36;23,1;72,25;59;2
29/11/2006;2,2;3,6;0;33,2;27,2;24,1;81,75;68;1,533333
30/11/2006;2,1;6,5;3;33,2;27,2;23,5;84,25;70;2,3
01/12/2006;1;7,7;46,1;32,8;27,14;22,1;79,25;66;1,833333
02/12/2006;2,5;7,1;0,6;33,3;27,58;23,2;78,75;61;1,033333
03/12/2006;1,4;6,8;0;32,7;27,1;22,7;81,75;71;1,7
04/12/2006;1,8;5,8;17,4;32,3;26,96;22,9;82,25;72;1,766667
05/12/2006;1,4;4,7;18,8;31,8;27,06;22,7;79,5;77;1,933333
06/12/2006;1,6;8,8;7,7;33,1;27,46;22,3;76,25;67;2,1
07/12/2006;2,2;9,5;0;33,4;27,66;21,9;72,75;64;2,3
08/12/2006;2,5;7,4;0;33,1;28,04;23,4;79,75;69;2,333333
09/12/2006;1,9;5,1;3,2;32,4;27,7;24,4;81,25;69;1,1
10/12/2006;1,7;5,2;0;32,6;27,06;22,9;86,5;79;2,433333
11/12/2006;1,4;4,3;19,3;31,5;26,16;23,3;91,5;85;0,866667
12/12/2006;0,8;3,8;84,3;31,4;26,28;23,3;95;91;0,5
13/12/2006;0,9;4,4;25,4;32;26,98;23,6;84,75;74;1,1
14/12/2006;1,6;3,9;0;31,8;26,96;23,3;84,5;80;1,7
15/12/2006;1,2;5,8;25,9;32;27,28;23,3;86,75;84;1,333333
16/12/2006;1,4;4,1;2,1;31,9;26,16;23,5;92,25;88;2,2
17/12/2006;0,9;5,7;28;31,7;26,32;22,9;91,5;83;0,7
18/12/2006;1,1;1,4;50,4;30,7;26;23,1;91,75;87;1,466667
19/12/2006;1,9;4,8;11,4;31,4;26,28;22,2;90,25;81;0,533333
20/12/2006;1,1;6,6;7,5;32,6;27,16;22,2;78,5;66;2,733333
21/12/2006;1,6;9,1;0,6;33,5;27,84;22,5;79,25;65;1,933333
22/12/2006;2;6;4,8;33,1;27,48;23,5;83,25;75;2,566667
23/12/2006;1,6;4,9;10,6;31,6;26,38;23,1;86,25;75;1,433333
24/12/2006;1,3;5,9;16;31,6;26,92;23;84,25;70;1,266667
25/12/2006;1,6;3,7;11,4;30,8;26,94;24,2;87,25;84;1,8
26/12/2006;1,3;4,4;15,8;30,3;26,76;23,3;84,5;78;2,3
27/12/2006;1,4;4,6;6,9;31,1;27,94;23,3;76,75;84;1,8
28/12/2006;1,4;7,1;16,9;30,8;26,32;21,8;81,75;64;2,2
29/12/2006;1,7;6,2;7,5;32,1;26,52;22;89,75;85;1,366667
30/12/2006;1,8;6,9;36,2;31,3;26,7;22,8;89,75;85;0,933333
31/12/2006;1;7,3;45;31,4;26,14;23,1;90;83;1,4
01/01/2007;1,2;7;5,4;32,1;27,04;23,5;89,25;86;1,3
02/01/2007;1,4;7,9;2,2;33,6;26,74;23,3;85;71;1,933333
03/01/2007;1,2;4,1;12,9;31,4;26,84;23,2;89;82;0,933333
04/01/2007;1;3,9;6,1;32;27,16;24,2;85;82;0,933333
05/01/2007;1,5;7,8;2,3;32,3;27,14;23;81,25;71;2,033333
06/01/2007;1,7;7,2;2,6;32,2;27,42;23,2;82,75;81;1,466667
07/01/2007;1,8;6,2;1,6;31,7;27,52;23,7;82,25;72;1,8
08/01/2007;1,6;5,3;10,1;31,9;27,38;23,3;86;83;1,333333
09/01/2007;1,5;5,7;5,9;32,3;27,48;24,1;88,75;83;1,466667
10/01/2007;1,2;2,3;29,4;30,2;25,7;23,3;89,5;81;1,033333
11/01/2007;1,1;4,3;14,5;30,8;26,5;23,3;92,75;86;1,233333
12/01/2007;0,6;7,7;40,7;32,2;27,18;23,3;86,5;71;1,566667
13/01/2007;1,2;6;9,2;32,3;27,44;24,2;89;88;1,433333
14/01/2007;1,2;7;16,3;32,6;27,48;23,4;83,25;66;1,4
15/01/2007;1,5;2,9;0,9;32,2;27,34;23,5;85,25;70;2,033333
16/01/2007;1,4;4,4;0;32,6;27,72;24,3;85,5;79;1,1
17/01/2007;1,5;7,7;0,4;33,1;28,08;24,5;80,5;71;2,933333
18/01/2007;2,1;6,4;0,4;32,2;27,44;24;83;74;2
19/01/2007;1,7;8,6;0;32,4;27,74;24,3;85;81;2,666667
20/01/2007;1,8;5,6;5,5;32,5;27,46;24;81,25;67;1,1
21/01/2007;1,9;6;0,6;32,7;27,06;23,7;87;76;1,7
22/01/2007;1,6;4,8;10,6;31,8;26,8;23,4;83,5;70;1,733333
23/01/2007;1,2;6,2;3,4;32,4;26,78;22,7;86,75;77;1,733333
24/01/2007;0,9;3,5;10,6;31,2;26,76;22,8;86,5;83;1,3
25/01/2007;1,1;5,7;4,2;32,6;27,26;22,7;85,75;83;1,9
26/01/2007;1,7;6;6;32,3;27,72;23,7;79,25;76;0,966667
27/01/2007;2;6,2;0;32,9;26,82;23,2;90,75;76;2,166667
28/01/2007;1,2;2,3;87,4;30,3;26,76;23,8;89,75;84;0,666667
29/01/2007;1;6,8;3,6;31,3;27,1;23,6;85;74;2,333333
30/01/2007;1,4;3;9,4;31,3;26,24;23,3;89,25;80;0,866667
31/01/2007;1,1;5,5;4,7;31,1;27,46;24;84,75;81;2,1
01/02/2007;1,5;6,1;9,2;31,7;27,52;24,9;85,25;80;2,233333
02/02/2007;1,4;0,4;13;27,6;24,94;23,7;94,25;89;0,7
03/02/2007;0,5;1,7;7;29,2;25,62;22,8;93,75;91;0,866667
04/02/2007;1,3;3,1;13,1;30,2;26,12;24;88,25;82;1,366667
05/02/2007;0,5;0,5;17,4;28,4;25,6;23,9;93,25;91;1,566667
06/02/2007;0,5;0;20,4;28,3;25,76;23,3;90,5;85;0,9
07/02/2007;0,8;1,8;28,1;28,6;25,22;22,2;87,5;78;2,033333
08/02/2007;1,1;0,6;11;28,3;25,32;23;89,75;79;1,133333
09/02/2007;0,8;5,4;43,4;29,7;25,64;22,8;85,75;77;1,5
10/02/2007;1;3,4;2,3;30,6;25,84;23,3;90,5;79;0,966667
11/02/2007;0,9;6,2;2,4;31,2;26,82;23,7;88;78;0,933333
12/02/2007;1,3;6,4;9;31,3;27,1;23,8;81,5;72;1,366667
13/02/2007;1,9;5,3;0;31,1;26,98;22,6;80;71;1,7
14/02/2007;2;2,2;0,2;30,6;26,3;23,7;92,5;83;1,666667
15/02/2007;1,1;4;64,4;30;26,28;23,1;82,25;69;2,2
16/02/2007;1,4;1,1;0,1;29,8;25,76;23,8;92,5;84;0,466667
17/02/2007;0,8;2,6;4,2;30,1;26,42;22,9;84,25;74;0,833333
18/02/2007;1,5;0;11,4;27,8;25;23,8;91,5;85;1,6
19/02/2007;0,6;0;8,5;24,7;23,4;22,5;96,25;94;0,7
20/02/2007;0,3;4,3;13,7;29;24,7;22,4;94;92;1,333333
21/02/2007;0,6;2,7;34,3;28,9;24,68;21,7;94,25;84;0,933333
22/02/2007;0,6;4,2;34,7;29,6;25,38;23,1;88,75;77;0,933333
23/02/2007;0,7;5,5;10,2;30,8;25,38;21,6;91,25;83;1,2
24/02/2007;0,9;6,1;9,8;30,7;26,2;22;88;86;0,933333
25/02/2007;0,9;7,9;8,1;32,1;26,68;21,9;85;70;2,033333
26/02/2007;1,1;5,6;26,1;30,6;26,74;23,1;88,25;86;1,533333
27/02/2007;1,1;5,7;25;31,8;26,46;23,7;87,75;74;1,466667
28/02/2007;1;2;15,9;30,2;26,12;23,4;90;83;0,9
01/03/2007;0,9;5,4;1,7;31,2;26,36;23;90,5;88;1,633333
02/03/2007;1,7;5,2;15,9;31,3;25,9;23,2;92,5;88;1,366667
03/03/2007;0,8;1;43,1;28,9;25,66;23,5;89,5;80;1,966667
04/03/2007;1;8,8;0,7;31,3;26,14;23,7;85;69;2,033333
05/03/2007;0,7;3,3;18;30,7;25,34;22,9;89,25;76;0,966667
06/03/2007;0,5;3,1;23,3;29,1;25,16;22,3;91,25;84;1,266667
07/03/2007;0,8;6,1;6,5;29,9;25,56;22,1;90,5;86;1,533333
08/03/2007;0,6;2,2;18,7;29,1;25,74;23;89,75;79;1,4
09/03/2007;1,4;5,9;0,2;30,7;26,38;23,4;88;81;0,966667
10/03/2007;1,1;1,2;13,9;29,8;25,44;22,8;95;92;1,133333
11/03/2007;0,7;4;16,5;30,1;25,8;22,9;86;73;1,566667
12/03/2007;1,5;2,9;0;29,6;25,68;23,1;90;87;1,633333
13/03/2007;0,8;2,3;8,4;28,4;25,56;22,6;91,25;86;1,466667
14/03/2007;0,9;3,6;14;30,3;26,16;23,7;89,75;83;1,233333
15/03/2007;1;2,5;8,5;30,3;26,22;23,7;90,75;86;0,533333
16/03/2007;0,8;4;6,4;30,6;25,54;23,1;87,5;72;0,9
17/03/2007;1,2;4,3;22,1;29,8;25,6;23;93,75;90;1,133333
18/03/2007;0,7;5,2;31,6;30,3;25,92;22,6;93,5;91;0,566667
19/03/2007;0,7;3,1;10;29,7;26,12;22,6;93,25;89;0,766667
20/03/2007;0,5;0,9;6,6;29,4;25,64;23,2;94;87;1,566667
21/03/2007;0,8;3,8;21,3;29,6;26,04;23,4;92;87;1,266667
22/03/2007;0,6;2,1;5,8;29,5;25,94;24;89;77;1,066667
23/03/2007;1;7,8;11,7;32,3;26,6;22,8;83,25;69;1,4
24/03/2007;1,1;5,6;0;30,8;26,42;23;87,75;83;1,966667
25/03/2007;1,1;4,2;12,3;30,2;26,24;22,8;89;83;1,3
26/03/2007;0,9;5,4;15,3;31,7;26,58;22,8;91,25;86;1,466667
27/03/2007;0,8;1,5;17,7;30;26,06;22,9;93,75;91;0,9
28/03/2007;0,6;0,9;61,8;28,9;26,1;23,5;91,25;83;0,533333
29/03/2007;0,7;4,1;1;30,1;26,58;23,1;89,75;83;0,866667
30/03/2007;0,9;7,2;1,8;32,6;27,26;24;82,75;64;2,366667
31/03/2007;1,4;6,1;5;32,8;27,22;23,5;90,5;86;1,066667
01/04/2007;1,1;7,6;1,4;32,4;27,08;22,9;87;75;1,933333
02/04/2007;1,5;3,4;0,9;30,7;25,92;23,7;92,5;89;2,233333
03/04/2007;0,9;7,2;46,3;31,4;26,72;23,2;87,75;78;0,466667
04/04/2007;1,2;7,4;3,8;31,5;26,66;23,5;85,5;73;1,533333
05/04/2007;1;3,6;9,6;31,7;26,36;23,6;91;85;0,666667
06/04/2007;1,1;6,3;3,2;31,8;27,04;23,6;86,25;74;1,433333
07/04/2007;1,1;5,5;0,3;31,3;27,56;24;88,75;85;1,433333
08/04/2007;1,1;3,9;13,8;31,7;26,6;23,5;94;91;1,033333
09/04/2007;0,7;4,9;22,9;31,3;26,56;23;93,25;88;0,6
10/04/2007;0,9;2,5;5,7;30;26,72;24,4;90,5;80;0,833333
11/04/2007;0,8;1,4;48,4;28,6;24,94;23,3;95,25;92;2,233333
12/04/2007;0,5;3,2;36,4;29,7;25,62;22,7;89,75;81;1,2
13/04/2007;0,8;2,4;17;30,4;25,66;23,4;89,5;75;1,266667
14/04/2007;0,9;4,1;1,4;31;26,22;23,3;87;71;2,233333
15/04/2007;1,2;1,3;20,3;31,3;26,68;22,8;86,25;75;2,3
16/04/2007;1,1;6,3;0,1;32;26,04;23,3;89;75;1,766667
17/04/2007;1,1;0,3;44,2;28;25,22;23,3;91;83;0,033333
18/04/2007;0,9;6;0;31,2;26,38;22,8;90;82;1,766667
19/04/2007;0,8;4,4;16,1;31,1;26,16;23,1;88,25;82;0,833333
20/04/2007;1,1;4;1,5;30,9;26,84;23;88,5;79;1,366667
21/04/2007;1,1;3,2;0,4;30,4;26,46;24;89;81;1,3
22/04/2007;0,9;3,9;98,2;29,3;25,3;22,7;91;77;0,8
23/04/2007;0,9;2;0;30,6;26,34;23,1;83,5;75;1,333333
24/04/2007;1,4;4,8;0;30,3;27,02;23,6;81,75;75;0,466667
25/04/2007;1,4;7,5;0,9;32;26,74;23,7;87;78;1,533333
26/04/2007;1,3;6,5;2,7;31,5;26,96;23,2;88,5;83;1,466667
27/04/2007;1,1;4;0,1;31,4;26,34;23,7;91,25;80;1,2
28/04/2007;0,9;8,1;41,3;31,4;26,64;23,7;86,75;73;1,9
29/04/2007;1,2;2,6;17,4;28,2;25,12;22,9;88,25;81;1,433333
30/04/2007;0,9;4;5,4;30,5;25,92;22,8;91,25;86;0,8
01/05/2007;0,7;10,2;7,6;31,9;27,3;22,5;87,25;68;1,233333
02/05/2007;1,5;2,6;17,7;29,8;25,96;24,1;93;84;0,333333
03/05/2007;0,7;5,2;14,8;30,6;26,36;23,2;90;85;1,366667
04/05/2007;1;6,9;12,9;32,3;26,68;23,8;85,25;66;1,6
05/05/2007;1,2;8;1,8;32,5;27,04;23,2;84,5;64;1,3
06/05/2007;1,3;1,5;6,7;28,4;26,02;24,3;90,75;82;1,033333
07/05/2007;0,8;0,9;17,9;29,9;25,12;23;95,25;93;0,6
08/05/2007;0,5;6,8;45,7;31,3;25,84;22,4;91;81;1,266667
09/05/2007;0,8;1,7;10,4;30,4;25,58;23,3;92,75;87;0,7
10/05/2007;0,7;4,3;8,3;31,6;26,28;23,1;89,25;77;0,666667
11/05/2007;1,1;8,1;0;32,1;27,4;23,7;80,25;65;1,433333
12/05/2007;1,6;8,2;0;32,6;27,66;24;79,5;64;2,833333
13/05/2007;1,5;6,8;15,3;32;27;23,4;86,25;79;0,866667
14/05/2007;0,9;3,2;14,4;30,4;26,58;24,1;91,25;86;0,6
15/05/2007;0,8;5;0,4;31,9;26,44;23,6;86,5;71;1
16/05/2007;1,1;7,5;21,8;31,4;27,02;23,1;85,5;78;0,666667
17/05/2007;1,2;8,3;0,1;32,8;27,94;23,1;78,75;64;2,466667
18/05/2007;2,2;8,6;0;33;27,68;24;81,75;61;1,166667
19/05/2007;1,6;7,6;14,4;32,5;27,86;24,3;83;70;1,3
20/05/2007;1,5;5,8;6;31,8;27;24,4;89,5;78;0,933333
21/05/2007;1,2;9,9;2,7;32,6;27,34;23,9;86;74;1,533333
22/05/2007;1,4;9,2;14;32,4;27,62;23,4;82,75;69;1,133333
23/05/2007;1,5;5,6;2,3;32;26,56;23,4;89;81;0,933333
24/05/2007;1;9,9;4,4;32,8;27,56;22,5;82,75;72;1,3
25/05/2007;1,7;9,8;0;33,1;27,98;23,8;77,25;68;2,033333
26/05/2007;1,7;6,6;9,9;32,4;26,72;23,5;87,5;77;0,4
27/05/2007;1,1;8,9;7,5;32,3;27,24;23,3;84;72;1,233333
28/05/2007;1,4;8,6;0,1;32,5;27,12;23,1;81;66;1,633333
29/05/2007;1,6;6;3,4;32,3;26,8;23,4;84;67;1,466667
30/05/2007;1,4;7,4;0,2;32,5;27,18;23,8;87;79;1,633333
31/05/2007;1,2;8;5,2;31,7;26,9;22,4;84,25;72;1,066667
01/06/2007;1,3;3,3;1,4;29,5;26,18;22,8;84,25;75;1,633333
02/06/2007;1,3;6,9;0;32,7;26,72;22,9;83,25;74;1
03/06/2007;1,2;10,5;5,7;32,8;27,86;22,7;76,25;57;1,366667
